Block,Box,MenEx,DGRP,MenRep1,MenRep2,MenRep3
28,121,86,757,4.765,4.848,
28,121,86,757,6.157,5.568,
28,121,86,757,4.79,4.711,
28,121,86,757,3.612,3.587,
28,121,86,757,4.38,4.396,
28,121,86,757,5.271,4.695,
28,121,86,757,4.818,4.412,
28,121,86,757,4.202,4.216,
40,1,3,765,15.488,15.918,
42,3,3,765,13.367,11.697,
42,3,3,765,15.742,15.459,
49,10,3,765,11.414,12.381,
49,10,3,765,11.173,11.691,
49,10,3,765,10.392,8.197,
49,10,3,765,13.462,14.055,
,,3,765,18.657,18.185,
,,3,765,14.787,14.946,
,,3,765,18.018,18.449,
42,3,76,765,11.366,10.01,
42,3,76,765,10.823,9.708,
42,3,76,765,11.583,9.216,
42,3,76,765,11.504,11.358,
42,3,76,765,11.644,10.518,
43,4,76,765,9.189,10.117,
44,5,76,765,10.53,10.994,
44,5,76,765,8.728,9.558,
47,8,76,765,9.871,9.577,
47,8,76,765,11.652,11.435,
40,1,86,765,10.602,10.285,
42,3,86,765,8.875,9.251,
42,3,86,765,10.31,10.115,
47,8,86,765,10.018,9.468,
47,8,86,765,9.589,9.347,
44,5,3,774,13.139,13.075,
44,5,3,774,12.5,14.07,
44,5,3,774,11.305,10.787,
44,5,3,774,,11.855,
44,5,3,774,10.529,8.236,
49,10,3,774,11.816,10.816,
40,1,76,774,10.145,9.029,
40,1,76,774,12.687,12.41,
46,7,76,774,10.32,10.834,
46,7,76,774,7.868,8.516,
46,7,76,774,9.439,9.958,
47,8,76,774,9.79,9.467,
47,8,76,774,9.365,9.817,
48,9,76,774,9.558,10.25,
48,9,76,774,7.882,9.827,
48,9,76,774,9.484,9.593,
40,1,86,774,7.202,5.964,
46,7,86,774,6.857,6.662,
47,8,86,774,6.955,7.55,
48,9,86,774,5.752,6.224,
48,9,86,774,7.263,7.731,
48,9,86,774,6.006,6.705,
33,126,3,776,12.399,12.421,
33,126,3,776,11.561,11.491,
33,126,3,776,12.26,12.213,
33,126,3,776,12.315,11.971,
33,126,3,776,12.931,13.153,
33,126,3,776,12.377,12.459,
33,126,3,776,12.808,12.506,
33,126,3,776,12.005,12.002,
33,126,3,776,12.032,12.006,
33,126,3,776,10.927,10.63,
33,126,76,776,9.004,8.861,
33,126,76,776,9.115,9.126,
33,126,76,776,9.565,9.367,
33,126,76,776,8.297,8.243,
33,126,76,776,7.757,,
33,126,76,776,8.344,8.417,
33,126,76,776,8.086,7.907,
33,126,76,776,8.848,8.801,
33,126,76,776,8.912,9,
33,126,76,776,8.592,8.565,
33,126,86,776,5.935,5.803,
33,126,86,776,6.103,6.057,
33,126,86,776,5.815,5.589,
33,126,86,776,6.547,6.288,
33,126,86,776,6.13,5.979,
33,126,86,776,6.252,5.977,
33,126,86,776,5.982,5.52,
33,126,86,776,6.023,6.005,
33,126,86,776,5.833,6.072,
33,126,86,776,5.732,5.656,
15,108,3,783,12.75,11.939,
15,108,3,783,11.618,11.371,
15,108,3,783,11.037,10.569,
15,108,3,783,8.831,8.071,
15,108,3,783,11.196,10.948,
15,108,3,783,12.715,11.411,
15,108,3,783,9.209,9.747,
15,108,3,783,8.601,8.616,
15,108,3,783,12.553,12.397,
15,108,3,783,9.952,10.21,
15,108,76,783,5.615,5.698,
15,108,76,783,7.03,6.688,
15,108,76,783,4.346,4.046,
15,108,76,783,6.195,6.662,
15,108,76,783,5.121,5.13,
15,108,76,783,5.271,4.961,
15,108,76,783,5.16,5.506,
15,108,76,783,4.248,4.463,
15,108,76,783,5.811,6.376,
15,108,76,783,5.215,4.848,
15,108,86,783,5.87,5.86,
15,108,86,783,5.133,5.437,
15,108,86,783,6.732,6.962,
15,108,86,783,5.492,5.809,
15,108,86,783,5.155,5.01,
15,108,86,783,5.236,4.907,
15,108,86,783,5.675,5.917,
15,108,86,783,6.261,6.794,
15,108,86,783,5.106,5.323,
15,108,86,783,5.279,5.13,
27,120,3,786,11.008,10.573,
27,120,3,786,10.188,10.131,
27,120,3,786,9.098,8.876,
27,120,3,786,9.994,9.46,
27,120,3,786,10.097,9.706,
27,120,3,786,9.679,9.717,
27,120,3,786,9.534,9.924,
27,120,3,786,9.683,10.05,
27,120,3,786,11.726,11.319,
27,120,3,786,9.598,9.814,
27,120,76,786,8.389,7.987,
27,120,76,786,6.219,5.005,
27,120,76,786,8.056,7.944,
27,120,76,786,6.313,6.747,
27,120,76,786,5.631,5.969,
27,120,76,786,7.137,7.055,
27,120,76,786,8.365,8.476,
27,120,76,786,6.908,6.806,
27,120,76,786,8.061,8.181,
27,120,76,786,9.216,8.73,
27,120,86,786,7.18,6.446,
27,120,86,786,5.635,5.08,
27,120,86,786,6.316,6.193,
27,120,86,786,5.458,5.318,
27,120,86,786,6.163,5.819,
27,120,86,786,6.018,5.943,
27,120,86,786,6.187,5.66,
27,120,86,786,6.003,6.254,
27,120,86,786,6.1,,
27,120,86,786,5.983,5.657,
22,115,3,790,14.035,14.259,
22,115,3,790,14.248,14.076,
22,115,3,790,13.506,13.354,
22,115,3,790,11.042,10.971,
22,115,3,790,14.08,13.631,
22,115,3,790,12.564,12.152,
22,115,3,790,16.021,15.339,
22,115,3,790,14.661,13.635,
22,115,3,790,13.161,13.079,
22,115,3,790,15.535,15.482,
22,115,76,790,9.947,10.054,
22,115,76,790,9.302,,
22,115,76,790,8.872,9.294,
22,115,76,790,11.932,11.658,
22,115,76,790,9.85,10.003,
22,115,76,790,10.792,10.721,
22,115,76,790,9.838,9.726,
22,115,76,790,11.606,11.728,
22,115,76,790,11.027,10.842,
22,115,76,790,11.139,11.422,
22,115,86,790,8.979,8.384,
22,115,86,790,13.197,12.942,
22,115,86,790,12.504,12.302,
22,115,86,790,13.05,13.066,
22,115,86,790,10.269,9.971,
22,115,86,790,12.543,12.206,
22,115,86,790,10.078,9.858,
22,115,86,790,9.493,,
22,115,86,790,9.403,9.686,
22,115,86,790,12.083,11.779,
27,120,3,796,9.787,8.908,
27,120,3,796,11.149,10.745,
27,120,3,796,11.283,10.783,
27,120,3,796,9.847,9.704,
27,120,3,796,9.634,9.313,
27,120,3,796,9.998,9.552,
27,120,3,796,10.567,10.212,
27,120,3,796,8.648,9.129,
27,120,3,796,11.564,10.995,
27,120,3,796,9.775,9.302,
27,120,76,796,5.949,5.502,
27,120,76,796,7.026,6.246,
27,120,76,796,6.564,6.3,
27,120,76,796,6.276,5.99,
27,120,76,796,6.704,6.827,
27,120,76,796,6.548,6,
27,120,76,796,5.666,5.292,
27,120,76,796,7.237,6.509,
27,120,76,796,6.061,6.339,
27,120,76,796,6.76,5.835,
27,120,86,796,5.825,5.264,
27,120,86,796,6.073,6.385,
27,120,86,796,5.153,5.906,
27,120,86,796,5.405,4.547,
27,120,86,796,5.671,5.778,
27,120,86,796,6.227,5.784,
27,120,86,796,5.284,4.875,
27,120,86,796,4.892,5.189,
27,120,86,796,5.969,4.914,
27,120,86,796,5.741,5.244,
44,5,3,799,16.479,16.712,
44,5,3,799,15.712,16.964,
44,5,3,799,13.203,14.431,
44,5,3,799,13.575,14.748,
46,7,3,799,15.132,16.555,
40,1,76,799,16.722,16.384,
46,7,76,799,11.931,11.949,
46,7,76,799,14.81,15.248,
47,8,76,799,12.984,13.775,
47,8,76,799,12.969,,
47,8,76,799,16.253,17.125,
47,8,76,799,15.592,17.43,
48,9,76,799,13.465,14.694,
48,9,76,799,14.235,16.428,
48,9,76,799,14.761,16.08,
46,7,86,799,10.179,9.774,
46,7,86,799,11.684,11.652,
47,8,86,799,10.507,12.129,
47,8,86,799,11.785,12.171,
48,9,86,799,11.24,,
48,9,86,799,11.21,12.397,
9,102,3,802,16.651,16.885,
9,102,3,802,10.619,10.682,
9,102,3,802,12.843,12.88,
9,102,3,802,10.859,10.823,
9,102,3,802,12.408,12.352,
9,102,3,802,10.604,11.126,
9,102,3,802,11.545,12.289,
9,102,3,802,12.149,12.87,
9,102,3,802,10.56,10.571,
9,102,3,802,11.526,13.285,
9,102,76,802,8.75,8.436,
9,102,76,802,8.02,7.541,
9,102,76,802,7.258,7.21,
9,102,76,802,6.922,6.959,
9,102,76,802,9.283,8.755,
9,102,76,802,7.391,7.618,
9,102,76,802,9.253,8.788,
9,102,76,802,7.222,6.832,
9,102,76,802,5.508,5.627,
9,102,76,802,7.864,7.786,
9,102,86,802,8.63,8.268,
9,102,86,802,5.892,6.772,
9,102,86,802,7.14,7.068,
9,102,86,802,8.678,9.258,
9,102,86,802,8.7,8.778,
9,102,86,802,7.529,7.429,
9,102,86,802,7.767,,
9,102,86,802,9.216,9.749,
9,102,86,802,,7.616,
9,102,86,802,9.024,8.403,
8,101,3,808,12.848,12.483,
8,101,3,808,11.938,11.27,
8,101,3,808,13.592,13.241,
8,101,3,808,12.246,11.764,
8,101,3,808,8.837,9.309,
8,101,3,808,12.099,11.855,
8,101,3,808,11.255,10.687,
8,101,3,808,11.73,11.517,
8,101,3,808,13.59,13.797,
8,101,3,808,12.435,12.355,
8,101,76,808,10.106,9.435,
8,101,76,808,9.565,9.644,
8,101,76,808,10.876,10.75,
8,101,76,808,8.718,8.523,
8,101,76,808,9.798,8.865,
8,101,76,808,6.951,6.72,
8,101,76,808,9.536,,
8,101,76,808,6.932,6.409,
8,101,76,808,6.852,,
8,101,76,808,8.215,8.094,
8,101,86,808,8.992,8.851,
8,101,86,808,10.296,9.121,
8,101,86,808,8.091,7.758,
8,101,86,808,7.433,7.308,
8,101,86,808,7.46,7.687,
8,101,86,808,6.348,5.968,
8,101,86,808,7.549,7.126,
8,101,86,808,9.97,10.088,
8,101,86,808,7.638,7.919,
8,101,86,808,7.196,7.039,
27,120,3,810,9.553,9.921,
27,120,3,810,14.758,14.207,
27,120,3,810,12.217,11.084,
27,120,3,810,12.865,12.27,
27,120,3,810,13.468,13.592,
27,120,3,810,13.068,13.433,
27,120,3,810,14.197,12.903,
27,120,3,810,11.797,11.11,
27,120,3,810,13.999,12.504,
27,120,3,810,13.535,13.525,
27,120,76,810,5.098,5.358,
27,120,76,810,6.819,6.56,
27,120,76,810,6.954,6.944,
27,120,76,810,7.509,7.588,
27,120,76,810,4.349,4.43,
27,120,76,810,6.863,6.663,
27,120,76,810,7.077,6.566,
27,120,76,810,6.73,6.073,
27,120,86,810,8.456,7.867,
27,120,86,810,9.267,8.984,
27,120,86,810,8.977,8.087,
27,120,86,810,9.515,9.295,
27,120,86,810,9.358,8.139,
27,120,86,810,8.696,8.475,
27,120,86,810,8.62,8.069,
27,120,86,810,9.082,9.086,
27,120,86,810,8.805,9.271,
27,120,86,810,,7.262,
8,101,3,818,15.827,16.174,
8,101,3,818,15.505,14.421,
8,101,3,818,16.247,,
8,101,3,818,17.365,16.883,
8,101,3,818,15.707,,
8,101,3,818,17.398,16.515,
8,101,3,818,17.564,15.544,
8,101,3,818,18.112,17.296,
8,101,3,818,16.042,15.293,
8,101,3,818,15.948,16.12,
8,101,76,818,14.231,14.338,
8,101,76,818,14.435,13.91,
8,101,76,818,13.013,12.287,
8,101,76,818,13.472,13.223,
8,101,76,818,15.006,14.056,
8,101,76,818,12.114,11.889,
8,101,76,818,13.32,12.784,
8,101,76,818,12.398,12.312,
8,101,76,818,13.748,13.288,
8,101,76,818,13.634,13.482,
8,101,86,818,10.79,10.339,
8,101,86,818,11.233,11.437,
8,101,86,818,11.176,10.986,
8,101,86,818,11.331,10.946,
8,101,86,818,,10.391,
8,101,86,818,10.325,9.571,
8,101,86,818,,10.98,
8,101,86,818,12.474,12.668,
8,101,86,818,10.016,9.183,
8,101,86,818,10.905,11.185,
29,122,3,819,19.538,18.288,
29,122,3,819,18.906,18.354,
29,122,3,819,17.606,17.024,
29,122,3,819,17.418,16.463,
29,122,3,819,16.497,15.421,
29,122,3,819,16.974,17.028,
29,122,3,819,17.505,,
29,122,76,819,14.191,13.461,
29,122,76,819,14.351,14.485,
29,122,76,819,13.705,12.832,
29,122,76,819,14.784,13.625,
29,122,76,819,14.436,9.659,
29,122,76,819,17.331,16.253,
29,122,76,819,16.676,16.116,
29,122,76,819,18.275,17.717,
29,122,76,819,17.314,16.536,
29,122,76,819,15.454,14.097,
29,122,86,819,11.427,11.163,
29,122,86,819,12.28,10.713,
29,122,86,819,12.593,12.132,
29,122,86,819,11.641,11.097,
29,122,86,819,11.832,10.982,
29,122,86,819,11.903,11.655,
29,122,86,819,13.319,13.399,
29,122,86,819,13.02,12.709,
29,122,86,819,10.62,10.493,
29,122,86,819,13.746,12.877,
44,5,3,820,12.947,13.276,
44,5,3,820,10.471,12.608,
48,9,3,820,11.278,12.033,
40,1,76,820,9.919,10.3,
46,7,76,820,8.861,9.967,
46,7,76,820,8.637,8.214,
46,7,76,820,7.158,7.13,
47,8,76,820,10.401,12.229,
47,8,76,820,10.454,9.596,
48,9,76,820,10.247,10.964,
48,9,76,820,11.496,12.268,
48,9,76,820,9.445,9.633,
48,9,76,820,10.239,10.427,
40,1,86,820,5.902,5.516,
40,1,86,820,7.799,7.503,
46,7,86,820,7.421,7.521,
46,7,86,820,6.754,7.358,
46,7,86,820,8.855,9.438,
46,7,86,820,8.842,7.929,
47,8,86,820,7.692,9.097,
47,8,86,820,8.302,8.542,
48,9,86,820,7.496,7.906,
48,9,86,820,7.983,8.261,
8,101,3,822,13.613,13.398,
8,101,3,822,12.829,12.823,
8,101,3,822,13.042,12.642,
8,101,3,822,12.002,11.531,
8,101,3,822,13.254,,
8,101,3,822,13.005,13.017,
8,101,3,822,14.341,13.301,
8,101,3,822,14.112,13.718,
8,101,3,822,14.37,14.035,
8,101,3,822,12.683,,
8,101,76,822,6.972,6.7,
8,101,76,822,7.524,,
8,101,76,822,9.282,8.841,
8,101,76,822,7.583,7.462,
8,101,76,822,7.826,7.88,
8,101,76,822,9.764,8.988,
8,101,76,822,8.565,8.203,
8,101,76,822,8.216,7.58,
8,101,76,822,9.22,8.615,
8,101,86,822,7.412,6.866,
8,101,86,822,7.195,6.867,
8,101,86,822,6.547,6.021,
8,101,86,822,6.658,6.697,
8,101,86,822,6.609,5.579,
8,101,86,822,7.556,7.072,
8,101,86,822,5.737,5.223,
9,102,3,837,10.139,10.306,
9,102,3,837,10.517,10.612,
9,102,3,837,10.029,10.113,
9,102,3,837,9.487,9.645,
9,102,3,837,12.013,12.248,
9,102,3,837,10.92,11.486,
9,102,3,837,11.71,11.182,
9,102,3,837,9.887,10.101,
9,102,3,837,9.057,9.144,
9,102,3,837,10.939,10.425,
9,102,76,837,5.627,5.648,
9,102,76,837,4.647,5.038,
9,102,76,837,5.008,5.588,
9,102,76,837,4.414,4.557,
9,102,76,837,4.305,4.664,
9,102,76,837,6.301,6.029,
9,102,76,837,4.76,4.619,
9,102,76,837,4.922,5.249,
9,102,76,837,4.743,4.936,
9,102,76,837,5.94,6.025,
9,102,86,837,5.049,4.855,
9,102,86,837,5.052,5.101,
9,102,86,837,4.938,4.381,
9,102,86,837,5.845,5.771,
9,102,86,837,4.994,5.155,
9,102,86,837,5.106,4.848,
9,102,86,837,4.714,5.01,
9,102,86,837,4.805,5.206,
9,102,86,837,5.148,5.332,
9,102,86,837,4.571,3.823,
24,117,3,843,12.162,12.7,
24,117,3,843,13.528,13.175,
24,117,3,843,11.782,12.409,
24,117,3,843,11.681,11.666,
24,117,3,843,13.079,13.158,
24,117,3,843,12.494,13.032,
24,117,3,843,10.974,11.008,
24,117,3,843,12.87,12.197,
24,117,3,843,11.089,11.193,
24,117,3,843,13.154,13.476,
24,117,76,843,10.25,10.726,
24,117,76,843,12.443,12.263,
24,117,76,843,9.824,10.766,
24,117,76,843,9.997,10.145,
24,117,76,843,8.405,8.995,
24,117,76,843,9.309,10.582,
24,117,76,843,10.281,10.404,
24,117,76,843,10.567,10.623,
24,117,76,843,10.899,9.972,
24,117,76,843,10.732,12.081,
24,117,86,843,10.435,11.654,
24,117,86,843,11.65,11.413,
24,117,86,843,10.248,10.732,
24,117,86,843,11.829,11.703,
24,117,86,843,10.506,11.087,
24,117,86,843,10.074,10.348,
24,117,86,843,11.095,11.616,
24,117,86,843,10.885,10.945,
24,117,86,843,10.751,10.571,
24,117,86,843,9.778,10.535,
24,117,3,849,14.01,13.567,
24,117,3,849,14.107,13.9,
24,117,3,849,15.72,15.574,
24,117,3,849,16.206,15.803,
24,117,3,849,13.694,14.638,
24,117,3,849,12.753,12.765,
24,117,3,849,15.846,15.56,
24,117,3,849,15.314,16.138,
24,117,3,849,15.268,14.903,
24,117,3,849,14.582,14.341,
24,117,76,849,9.842,9.408,
24,117,76,849,9.254,9.035,
24,117,76,849,,9.526,
24,117,76,849,10.577,10.802,
24,117,76,849,8.849,9.752,
24,117,76,849,10.295,10.511,
24,117,76,849,11.419,11.19,
24,117,76,849,6.291,,
24,117,76,849,11.915,11.687,
24,117,76,849,10.94,10.711,
24,117,86,849,10.097,9.274,
24,117,86,849,7.3,7.861,
24,117,86,849,9.195,,
24,117,86,849,9.165,,
24,117,86,849,7.268,6.876,
24,117,86,849,9.195,9.037,
24,117,86,849,9.073,9.5,
24,117,86,849,8.906,9.117,
24,117,86,849,9.035,9.474,
24,117,86,849,8.029,8.615,
14,107,3,850,16.157,16.117,
14,107,3,850,17.046,16.754,
14,107,3,850,16.958,16.914,
14,107,3,850,15.937,15.726,
14,107,3,850,18.559,18.359,
14,107,3,850,16.565,16.89,
14,107,3,850,16.743,16.584,
14,107,3,850,16.081,16.192,
14,107,3,850,17.864,17.271,
14,107,3,850,17.524,18.422,
14,107,76,850,10.145,9.963,
14,107,76,850,10.63,11.092,
14,107,76,850,10.477,10.279,
14,107,76,850,9.483,9.624,
14,107,76,850,11.347,10.999,
14,107,76,850,10.46,10.132,
14,107,76,850,10.235,10.889,
14,107,76,850,10.584,10.552,
14,107,76,850,11.514,11.322,
14,107,76,850,10.714,10.358,
14,107,86,850,11.223,11.364,
14,107,86,850,11.867,11.934,
14,107,86,850,11.878,11.809,
14,107,86,850,10.377,10.717,
14,107,86,850,10.093,10.262,
14,107,86,850,11.552,11.101,
14,107,86,850,9.79,10.345,
14,107,86,850,10.405,10.472,
14,107,86,850,12.093,13.273,
14,107,86,850,10.95,10.826,
40,1,3,852,15.76,13.883,
44,5,3,852,13.3,14.038,
40,1,76,852,10.565,10.332,
40,1,76,852,10.755,10.176,
46,7,76,852,13.784,14.978,
46,7,76,852,13.497,,
46,7,76,852,14.326,14.959,
46,7,76,852,11.039,11.223,
46,7,76,852,10.11,11.026,
46,7,76,852,11.447,11.329,
48,9,76,852,13.16,14.689,
49,10,76,852,,10.902,
40,1,86,852,12.869,12.384,
46,7,86,852,11.854,11.111,
47,8,86,852,11.979,12.971,
47,8,86,852,11.669,11.608,
47,8,86,852,10.96,11.883,
12,105,3,853,26.165,25.481,
12,105,3,853,24.752,24.955,
12,105,3,853,26.582,26.93,
12,105,3,853,25.122,24.168,
12,105,3,853,23.495,24.708,
12,105,3,853,28.231,27.861,
12,105,3,853,,25.641,
12,105,3,853,24.507,24.095,
12,105,3,853,25.812,,
12,105,3,853,15.038,15.054,
12,105,76,853,15.852,15.939,
12,105,76,853,12.797,12.7,
12,105,76,853,14.137,13.131,
12,105,76,853,14.255,15.733,
12,105,76,853,17.317,17.577,
12,105,76,853,20.895,20.627,
12,105,86,853,11.161,11.944,
12,105,86,853,16.397,16.294,
12,105,86,853,12.39,13.152,
12,105,86,853,12.4,12.571,
12,105,86,853,11.854,10.981,
12,105,86,853,13.332,13.256,
12,105,86,853,11.241,11.43,
12,105,86,853,12.723,12.82,
12,105,86,853,11.554,14.792,
38,131,3,855,12.469,12.802,
38,131,3,855,12.181,12.405,
38,131,3,855,11.801,12.006,
38,131,3,855,12.671,13.276,
38,131,3,855,13.774,13.961,
38,131,3,855,10.303,9.742,
38,131,3,855,13.175,13.362,
38,131,3,855,11.111,11.326,
38,131,3,855,11.823,11.34,
38,131,3,855,12.93,12.77,
38,131,76,855,10.203,9.332,
38,131,76,855,11.281,10.764,
38,131,76,855,10.255,9.973,
38,131,76,855,10.592,10.583,
38,131,76,855,,9.841,
38,131,76,855,9.888,9.763,
38,131,76,855,9.598,9.537,
38,131,76,855,10.166,10.693,
38,131,76,855,10.354,10.474,
38,131,76,855,10.412,10.661,
38,131,86,855,8.92,8.269,
38,131,86,855,8.478,8.638,
38,131,86,855,9.924,10.008,
38,131,86,855,8.448,8.657,
38,131,86,855,10.468,10.508,
38,131,86,855,8.067,8.407,
38,131,86,855,8.417,8.46,
38,131,86,855,9.452,9.223,
38,131,86,855,9.355,9.239,
38,131,86,855,8.332,8.49,
24,117,3,857,14.248,13.999,
24,117,3,857,15.282,16.009,
24,117,3,857,17.216,17.226,
24,117,3,857,15.146,15.352,
24,117,3,857,14.742,15.305,
24,117,3,857,17.005,17.006,
24,117,3,857,14.603,14.886,
24,117,3,857,15.408,16.381,
24,117,3,857,15.654,15.229,
24,117,3,857,10.187,10.215,
24,117,76,857,8.554,8.137,
24,117,76,857,8.497,8.062,
24,117,76,857,7.911,7.322,
24,117,76,857,7.616,8.23,
24,117,76,857,7.183,8.471,
24,117,76,857,8.59,8.687,
24,117,76,857,6.948,8.011,
24,117,76,857,7.425,8.442,
24,117,76,857,7.679,7.66,
24,117,76,857,8.237,8.708,
24,117,86,857,8.102,8.068,
24,117,86,857,7.69,7.557,
24,117,86,857,7.204,7.323,
24,117,86,857,8.12,7.694,
24,117,86,857,7.141,6.967,
24,117,86,857,7.309,7.216,
24,117,86,857,6.962,7.435,
24,117,86,857,6.977,7.272,
24,117,86,857,7.725,7.182,
24,117,86,857,7.56,7.38,
16,109,3,859,15.618,16.45,
16,109,3,859,14.881,15.482,
16,109,3,859,15.252,14.748,
16,109,3,859,13.837,15.226,
16,109,3,859,16.494,16.656,
16,109,3,859,18.255,18.118,
16,109,3,859,16.675,16.093,
16,109,3,859,15.003,15.198,
16,109,3,859,14.338,15.401,
16,109,76,859,7.487,7.616,
16,109,76,859,8.231,8.364,
16,109,76,859,8.549,8.294,
16,109,76,859,7.353,7.289,
16,109,76,859,8.016,8.577,
16,109,76,859,9.448,9.055,
16,109,76,859,8.513,8.598,
16,109,76,859,7.567,7.516,
16,109,76,859,9.152,9.016,
16,109,76,859,8.121,8.178,
16,109,86,859,9.059,9.827,
16,109,86,859,8.609,8.865,
16,109,86,859,7.152,7.483,
16,109,86,859,7.198,7.248,
16,109,86,859,8.119,8.621,
16,109,86,859,6.963,7.613,
16,109,86,859,9.822,9.991,
16,109,86,859,9.571,9.323,
16,109,86,859,8.293,8.247,
16,109,86,859,7.164,7.798,
16,109,3,861,12.91,13.309,
16,109,3,861,14.623,14.899,
16,109,3,861,14.427,14.803,
16,109,3,861,13.338,13.335,
16,109,3,861,14.801,14.526,
16,109,3,861,15.463,14.61,
16,109,3,861,14.864,15.249,
16,109,76,861,12.201,12.57,
16,109,76,861,11.456,11.456,
16,109,76,861,12.172,12.397,
16,109,76,861,11.197,11.327,
16,109,76,861,11.541,11.937,
16,109,76,861,9.868,10.381,
16,109,76,861,12.489,13.448,
16,109,76,861,12.599,13.806,
16,109,76,861,11.09,11.229,
16,109,76,861,10.408,11.501,
16,109,86,861,8.442,8.076,
16,109,86,861,8.163,8.158,
16,109,86,861,7.036,7.1,
16,109,86,861,8.755,8.473,
16,109,86,861,8.269,8.01,
16,109,86,861,7.94,7.939,
16,109,86,861,7.827,8.379,
16,109,86,861,9.107,9.113,
16,109,86,861,8.07,8.901,
16,109,86,861,7.332,7.355,
12,105,3,879,17.756,16.74,
12,105,3,879,14.642,15.107,
12,105,3,879,20.047,20.237,
12,105,3,879,19.23,19.505,
12,105,3,879,18.663,19.729,
12,105,3,879,19.399,18.834,
12,105,3,879,22.952,,
12,105,3,879,19.954,19.482,
12,105,3,879,17.452,18.406,
12,105,3,879,19.995,19.905,
12,105,76,879,13.267,14.777,
12,105,76,879,11.518,12.171,
12,105,76,879,13.138,12.894,
12,105,76,879,16.035,16.259,
12,105,76,879,12.496,13.638,
12,105,76,879,14.881,13.64,
12,105,76,879,14.841,14.561,
12,105,76,879,13.392,13.815,
12,105,76,879,12.722,14.379,
12,105,76,879,16.446,16.498,
12,105,86,879,11.968,11.655,
12,105,86,879,11.777,11.695,
12,105,86,879,13.253,13.826,
12,105,86,879,11.888,13.501,
12,105,86,879,12.483,13.668,
12,105,86,879,12.402,12.608,
12,105,86,879,11.448,12.476,
12,105,86,879,10.969,11.278,
12,105,86,879,12.146,11.995,
12,105,86,879,13.522,14.046,
14,107,3,882,13.126,12.767,
14,107,3,882,13.972,13.563,
14,107,3,882,10.958,11.816,
14,107,3,882,13.761,13.591,
14,107,3,882,13.424,12.913,
14,107,3,882,14.829,14.348,
14,107,3,882,10.131,10.4,
14,107,3,882,12.354,12.456,
14,107,3,882,12.06,12.237,
14,107,3,882,11.231,11.541,
14,107,76,882,11.053,10.572,
14,107,76,882,12.174,11.945,
14,107,76,882,10.974,10.595,
14,107,76,882,11.1,11.613,
14,107,76,882,12.569,13.139,
14,107,76,882,10.745,10.804,
14,107,76,882,13.012,12.79,
14,107,76,882,12.838,13.126,
14,107,76,882,13.264,13.267,
14,107,76,882,11.087,11.311,
14,107,86,882,9.993,9.91,
14,107,86,882,10.797,10.854,
14,107,86,882,11.868,11.96,
14,107,86,882,11.078,11.731,
14,107,86,882,11.06,11.232,
14,107,86,882,12.101,11.677,
14,107,86,882,10.464,10.352,
14,107,86,882,10.79,10.794,
14,107,86,882,11.9,11.625,
14,107,86,882,11.092,10.468,
16,109,3,884,16.194,16.193,
16,109,3,884,15.413,15.279,
16,109,3,884,17.057,16.609,
16,109,3,884,15.391,16.804,
16,109,3,884,15.032,15.694,
16,109,3,884,16.228,16.234,
16,109,76,884,6.102,6.709,
16,109,76,884,5.396,5.388,
16,109,76,884,6.539,6.332,
16,109,76,884,6.048,6.749,
16,109,76,884,5.319,5.47,
16,109,76,884,6.961,7.026,
16,109,76,884,6.079,6,
16,109,76,884,6.498,6.658,
16,109,76,884,5.165,5.536,
16,109,76,884,5.158,5.652,
16,109,86,884,6.365,6.44,
16,109,86,884,5.896,6.035,
16,109,86,884,6.444,6.834,
16,109,86,884,5.204,5.923,
16,109,86,884,5.802,6.096,
16,109,86,884,6.008,6.723,
16,109,86,884,6.783,6.793,
16,109,86,884,5.988,8.632,
16,109,86,884,5.522,5.271,
23,116,3,890,12.378,12.501,
23,116,3,890,13.701,14.855,
23,116,3,890,13.551,13.333,
23,116,3,890,13.546,13.315,
23,116,3,890,12.662,12.998,
23,116,3,890,12.563,11.494,
23,116,3,890,16.384,14.608,
23,116,3,890,13.445,12.551,
23,116,3,890,13.456,12.902,
23,116,3,890,13.227,13.018,
23,116,76,890,13.32,13.159,
23,116,76,890,11.823,11.885,
23,116,76,890,,12.194,
23,116,76,890,10.24,10.158,
23,116,76,890,13.469,13.96,
23,116,76,890,11.524,11.22,
23,116,76,890,12.344,12.426,
23,116,76,890,11.497,11.311,
23,116,76,890,14.112,13.508,
23,116,76,890,12.947,11.752,
23,116,86,890,9.999,,
23,116,86,890,9.257,9.567,
23,116,86,890,9.442,8.626,
23,116,86,890,9.336,9.339,
23,116,86,890,10.81,10.876,
23,116,86,890,10.348,10.281,
23,116,86,890,11.823,11.368,
23,116,86,890,11.888,12.21,
23,116,86,890,12.241,12.046,
23,116,86,890,12.552,12.654,
14,107,3,894,17.322,17.24,
14,107,3,894,18.127,18.101,
14,107,3,894,16.638,16.511,
14,107,3,894,19.073,18.195,
14,107,3,894,18.014,18.119,
14,107,3,894,17.723,17.419,
14,107,3,894,17.76,17.583,
14,107,3,894,18.501,18.553,
14,107,3,894,18.323,17.564,
14,107,3,894,16.505,17.268,
14,107,76,894,10.458,10.468,
14,107,76,894,12.342,11.247,
14,107,76,894,13.005,13.099,
14,107,76,894,9.705,9.592,
